Memory (MB),CPU Usage (%),CPU Time
Memory: 118 MB, CPU Usage: 83.5%, CPU Time: 21:37
Memory: 125 MB, CPU Usage: 83.5%, CPU Time: 21:38
Memory: 125 MB, CPU Usage: 83.5%, CPU Time: 21:39
Memory: 125 MB, CPU Usage: 83.5%, CPU Time: 21:40
Memory: 121 MB, CPU Usage: 83.5%, CPU Time: 21:41
Memory: 124 MB, CPU Usage: 83.5%, CPU Time: 21:42
Memory: 125 MB, CPU Usage: 83.6%, CPU Time: 21:43
Memory: 124 MB, CPU Usage: 83.6%, CPU Time: 21:44
Memory: 124 MB, CPU Usage: 83.6%, CPU Time: 21:45
Memory: 124 MB, CPU Usage: 83.6%, CPU Time: 21:46
Memory: 124 MB, CPU Usage: 83.6%, CPU Time: 21:48
Memory: 124 MB, CPU Usage: 83.6%, CPU Time: 21:49
Memory: 124 MB, CPU Usage: 83.6%, CPU Time: 21:50
Memory: 124 MB, CPU Usage: 83.6%, CPU Time: 21:51
Memory: 124 MB, CPU Usage: 83.6%, CPU Time: 21:52
Memory: 125 MB, CPU Usage: 83.6%, CPU Time: 21:53
Memory: 125 MB, CPU Usage: 83.6%, CPU Time: 21:54
Memory: 124 MB, CPU Usage: 83.6%, CPU Time: 21:55
Memory: 124 MB, CPU Usage: 83.6%, CPU Time: 21:56
Memory: 124 MB, CPU Usage: 83.6%, CPU Time: 21:57
Memory: 124 MB, CPU Usage: 83.6%, CPU Time: 21:58
Memory: 125 MB, CPU Usage: 83.7%, CPU Time: 21:59
Memory: 124 MB, CPU Usage: 83.7%, CPU Time: 22:00
Memory: 124 MB, CPU Usage: 83.7%, CPU Time: 22:01
Memory: 125 MB, CPU Usage: 83.7%, CPU Time: 22:02
Memory: 124 MB, CPU Usage: 83.7%, CPU Time: 22:03
Memory: 124 MB, CPU Usage: 83.7%, CPU Time: 22:04
Memory: 124 MB, CPU Usage: 83.7%, CPU Time: 22:05
Memory: 124 MB, CPU Usage: 83.7%, CPU Time: 22:06
Memory: 124 MB, CPU Usage: 83.7%, CPU Time: 22:07
Memory: 125 MB, CPU Usage: 83.7%, CPU Time: 22:08
Memory: 124 MB, CPU Usage: 83.7%, CPU Time: 22:09
Memory: 124 MB, CPU Usage: 83.7%, CPU Time: 22:10
Memory: 124 MB, CPU Usage: 83.7%, CPU Time: 22:11
Memory: 124 MB, CPU Usage: 83.7%, CPU Time: 22:12
Memory: 124 MB, CPU Usage: 83.7%, CPU Time: 22:13
Memory: 121 MB, CPU Usage: 83.8%, CPU Time: 22:15
Memory: 117 MB, CPU Usage: 83.8%, CPU Time: 22:16
Memory: 125 MB, CPU Usage: 83.8%, CPU Time: 22:17
Memory: 125 MB, CPU Usage: 83.8%, CPU Time: 22:18
Memory: 125 MB, CPU Usage: 83.8%, CPU Time: 22:19
Memory: 125 MB, CPU Usage: 83.8%, CPU Time: 22:20
Memory: 125 MB, CPU Usage: 83.8%, CPU Time: 22:21
Memory: 130 MB, CPU Usage: 83.8%, CPU Time: 22:22
Memory: 125 MB, CPU Usage: 83.8%, CPU Time: 22:23
Memory: 125 MB, CPU Usage: 83.8%, CPU Time: 22:24
Memory: 125 MB, CPU Usage: 83.8%, CPU Time: 22:25
Memory: 126 MB, CPU Usage: 83.8%, CPU Time: 22:26
Memory: 125 MB, CPU Usage: 83.8%, CPU Time: 22:27
Memory: 125 MB, CPU Usage: 83.8%, CPU Time: 22:28
Memory: 125 MB, CPU Usage: 83.8%, CPU Time: 22:29
Memory: 128 MB, CPU Usage: 83.8%, CPU Time: 22:30
Memory: 125 MB, CPU Usage: 83.9%, CPU Time: 22:31
Memory: 121 MB, CPU Usage: 83.9%, CPU Time: 22:32
Memory: 125 MB, CPU Usage: 83.9%, CPU Time: 22:33
Memory: 125 MB, CPU Usage: 83.9%, CPU Time: 22:34
Memory: 125 MB, CPU Usage: 83.9%, CPU Time: 22:35
Memory: 125 MB, CPU Usage: 83.9%, CPU Time: 22:36
Memory: 121 MB, CPU Usage: 83.9%, CPU Time: 22:37
Memory: 125 MB, CPU Usage: 83.9%, CPU Time: 22:38
Memory: 125 MB, CPU Usage: 83.9%, CPU Time: 22:39
Memory: 125 MB, CPU Usage: 83.9%, CPU Time: 22:40
Memory: 125 MB, CPU Usage: 83.9%, CPU Time: 22:42
Memory: 132 MB, CPU Usage: 83.9%, CPU Time: 22:43
Memory: 126 MB, CPU Usage: 83.9%, CPU Time: 22:44
Memory: 126 MB, CPU Usage: 83.9%, CPU Time: 22:45
Memory: 126 MB, CPU Usage: 83.9%, CPU Time: 22:46
Memory: 125 MB, CPU Usage: 83.9%, CPU Time: 22:47
Memory: 125 MB, CPU Usage: 84.0%, CPU Time: 22:48
Memory: 121 MB, CPU Usage: 84.0%, CPU Time: 22:49
Memory: 125 MB, CPU Usage: 84.0%, CPU Time: 22:50
Memory: 125 MB, CPU Usage: 84.0%, CPU Time: 22:51
Memory: 125 MB, CPU Usage: 84.0%, CPU Time: 22:52
Memory: 125 MB, CPU Usage: 84.0%, CPU Time: 22:53
Memory: 125 MB, CPU Usage: 84.0%, CPU Time: 22:54
Memory: 133 MB, CPU Usage: 84.0%, CPU Time: 22:55
Memory: 126 MB, CPU Usage: 84.0%, CPU Time: 22:56
Memory: 126 MB, CPU Usage: 84.0%, CPU Time: 22:57
Memory: 126 MB, CPU Usage: 84.0%, CPU Time: 22:58
Memory: 126 MB, CPU Usage: 84.0%, CPU Time: 22:59
Memory: 126 MB, CPU Usage: 84.0%, CPU Time: 23:00
Memory: 126 MB, CPU Usage: 84.0%, CPU Time: 23:01
Memory: 126 MB, CPU Usage: 84.0%, CPU Time: 23:02
Memory: 126 MB, CPU Usage: 84.0%, CPU Time: 23:03
Memory: 126 MB, CPU Usage: 84.1%, CPU Time: 23:04
Memory: 125 MB, CPU Usage: 84.1%, CPU Time: 23:05
Memory: 121 MB, CPU Usage: 84.1%, CPU Time: 23:06
Memory: 125 MB, CPU Usage: 84.1%, CPU Time: 23:07
Memory: 125 MB, CPU Usage: 84.1%, CPU Time: 23:09
Memory: 125 MB, CPU Usage: 84.1%, CPU Time: 23:10
Memory: 125 MB, CPU Usage: 84.1%, CPU Time: 23:11
Memory: 125 MB, CPU Usage: 84.1%, CPU Time: 23:12
Memory: 125 MB, CPU Usage: 84.1%, CPU Time: 23:13
Memory: 125 MB, CPU Usage: 84.1%, CPU Time: 23:14
Memory: 117 MB, CPU Usage: 84.1%, CPU Time: 23:15
Memory: 126 MB, CPU Usage: 84.1%, CPU Time: 23:16
Memory: 121 MB, CPU Usage: 84.1%, CPU Time: 23:17
Memory: 125 MB, CPU Usage: 84.1%, CPU Time: 23:18
Memory: 125 MB, CPU Usage: 84.1%, CPU Time: 23:19
Memory: 125 MB, CPU Usage: 84.1%, CPU Time: 23:20
Memory: 126 MB, CPU Usage: 84.1%, CPU Time: 23:21
Memory: 125 MB, CPU Usage: 84.2%, CPU Time: 23:22
Memory: 125 MB, CPU Usage: 84.2%, CPU Time: 23:23
Memory: 126 MB, CPU Usage: 84.2%, CPU Time: 23:24
Memory: 125 MB, CPU Usage: 84.2%, CPU Time: 23:25
Memory: 125 MB, CPU Usage: 84.2%, CPU Time: 23:26
Memory: 125 MB, CPU Usage: 84.2%, CPU Time: 23:27
Memory: 125 MB, CPU Usage: 84.2%, CPU Time: 23:28
Memory: 126 MB, CPU Usage: 84.2%, CPU Time: 23:29
Memory: 122 MB, CPU Usage: 84.2%, CPU Time: 23:30
Memory: 126 MB, CPU Usage: 84.2%, CPU Time: 23:31
Memory: 122 MB, CPU Usage: 84.2%, CPU Time: 23:32
Memory: 125 MB, CPU Usage: 84.2%, CPU Time: 23:33
Memory: 125 MB, CPU Usage: 84.2%, CPU Time: 23:34
Memory: 138 MB, CPU Usage: 84.2%, CPU Time: 23:36
Memory: 126 MB, CPU Usage: 84.2%, CPU Time: 23:37
Memory: 134 MB, CPU Usage: 84.2%, CPU Time: 23:38
Memory: 138 MB, CPU Usage: 84.2%, CPU Time: 23:39
Memory: 138 MB, CPU Usage: 84.2%, CPU Time: 23:40
Memory: 122 MB, CPU Usage: 84.3%, CPU Time: 23:41
Memory: 130 MB, CPU Usage: 84.3%, CPU Time: 23:42
Memory: 126 MB, CPU Usage: 84.3%, CPU Time: 23:43
Memory: 122 MB, CPU Usage: 84.3%, CPU Time: 23:44
Memory: 131 MB, CPU Usage: 84.3%, CPU Time: 23:45
Memory: 126 MB, CPU Usage: 84.3%, CPU Time: 23:46
Memory: 135 MB, CPU Usage: 84.3%, CPU Time: 23:47
Memory: 138 MB, CPU Usage: 84.3%, CPU Time: 23:48
Memory: 138 MB, CPU Usage: 84.3%, CPU Time: 23:49
Memory: 138 MB, CPU Usage: 84.3%, CPU Time: 23:50
Memory: 135 MB, CPU Usage: 84.3%, CPU Time: 23:51
Memory: 134 MB, CPU Usage: 84.3%, CPU Time: 23:52
Memory: 138 MB, CPU Usage: 84.3%, CPU Time: 23:53
Memory: 134 MB, CPU Usage: 84.3%, CPU Time: 23:54
Memory: 122 MB, CPU Usage: 84.3%, CPU Time: 23:55
Memory: 138 MB, CPU Usage: 84.3%, CPU Time: 23:56
Memory: 138 MB, CPU Usage: 84.3%, CPU Time: 23:57
Memory: 126 MB, CPU Usage: 84.3%, CPU Time: 23:58
Memory: 134 MB, CPU Usage: 84.4%, CPU Time: 23:59
Memory: 135 MB, CPU Usage: 84.4%, CPU Time: 24:00
Memory: 135 MB, CPU Usage: 84.4%, CPU Time: 24:01
Memory: 123 MB, CPU Usage: 84.4%, CPU Time: 24:03
Memory: 139 MB, CPU Usage: 84.4%, CPU Time: 24:04
Memory: 135 MB, CPU Usage: 84.4%, CPU Time: 24:05
Memory: 130 MB, CPU Usage: 84.4%, CPU Time: 24:06
Memory: 134 MB, CPU Usage: 84.4%, CPU Time: 24:07
Memory: 134 MB, CPU Usage: 84.4%, CPU Time: 24:08
Memory: 138 MB, CPU Usage: 84.4%, CPU Time: 24:09
Memory: 138 MB, CPU Usage: 84.4%, CPU Time: 24:10
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:11
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:12
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:13
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:14
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:15
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:16
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:17
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:18
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:19
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:20
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:21
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:22
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:23
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:24
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:25
Memory: 110 MB, CPU Usage: 84.4%, CPU Time: 24:26
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:27
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:28
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:30
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:31
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:32
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:33
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:34
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:35
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:36
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:37
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:38
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:39
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:40
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:41
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:42
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:43
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:44
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:45
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:46
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:47
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:48
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:49
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:50
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:51
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:52
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:53
Memory: 110 MB, CPU Usage: 84.5%, CPU Time: 24:54
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 24:56
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 24:57
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 24:58
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 24:59
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:00
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:01
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:02
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:03
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:04
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:05
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:06
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:07
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:08
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:09
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:10
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:11
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:12
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:13
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:14
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:15
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:16
Memory: 109 MB, CPU Usage: 84.6%, CPU Time: 25:17
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:18
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:19
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:20
Memory: 110 MB, CPU Usage: 84.6%, CPU Time: 25:22
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:23
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:24
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:25
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:26
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:27
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:28
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:29
Memory: 111 MB, CPU Usage: 84.7%, CPU Time: 25:30
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:31
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:32
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:33
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:34
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:35
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:36
Memory: 111 MB, CPU Usage: 84.7%, CPU Time: 25:37
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:38
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:39
Memory: 111 MB, CPU Usage: 84.7%, CPU Time: 25:40
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:41
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:42
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:43
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:44
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:45
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:46
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:47
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:49
Memory: 110 MB, CPU Usage: 84.7%, CPU Time: 25:50
Memory: 111 MB, CPU Usage: 84.8%, CPU Time: 25:51
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 25:52
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 25:53
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 25:54
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 25:55
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 25:56
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 25:57
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 25:58
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 25:59
Memory: 109 MB, CPU Usage: 84.8%, CPU Time: 26:00
Memory: 109 MB, CPU Usage: 84.8%, CPU Time: 26:01
Memory: 109 MB, CPU Usage: 84.8%, CPU Time: 26:02
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 26:03
Memory: 109 MB, CPU Usage: 84.8%, CPU Time: 26:04
Memory: 109 MB, CPU Usage: 84.8%, CPU Time: 26:05
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 26:06
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 26:07
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 26:08
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 26:09
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 26:10
Memory: 111 MB, CPU Usage: 84.8%, CPU Time: 26:11
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 26:12
Memory: 111 MB, CPU Usage: 84.8%, CPU Time: 26:13
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 26:14
Memory: 110 MB, CPU Usage: 84.8%, CPU Time: 26:15
Memory: 111 MB, CPU Usage: 84.8%, CPU Time: 26:17
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:18
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:19
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:20
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:21
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:22
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:23
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:24
Memory: 111 MB, CPU Usage: 84.9%, CPU Time: 26:25
Memory: 111 MB, CPU Usage: 84.9%, CPU Time: 26:26
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:27
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:28
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:29
Memory: 111 MB, CPU Usage: 84.9%, CPU Time: 26:30
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:31
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:32
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:33
Memory: 111 MB, CPU Usage: 84.9%, CPU Time: 26:34
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:35
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:36
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:37
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:38
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:39
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:40
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:41
Memory: 112 MB, CPU Usage: 84.9%, CPU Time: 26:43
Memory: 110 MB, CPU Usage: 84.9%, CPU Time: 26:44
Memory: 112 MB, CPU Usage: 84.9%, CPU Time: 26:45
Memory: 111 MB, CPU Usage: 85.0%, CPU Time: 26:46
Memory: 111 MB, CPU Usage: 85.0%, CPU Time: 26:47
Memory: 112 MB, CPU Usage: 85.0%, CPU Time: 26:48
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 26:49
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 26:50
Memory: 109 MB, CPU Usage: 85.0%, CPU Time: 26:51
Memory: 111 MB, CPU Usage: 85.0%, CPU Time: 26:52
Memory: 109 MB, CPU Usage: 85.0%, CPU Time: 26:53
Memory: 111 MB, CPU Usage: 85.0%, CPU Time: 26:54
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 26:55
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 26:56
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 26:57
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 26:58
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 26:59
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 27:00
Memory: 111 MB, CPU Usage: 85.0%, CPU Time: 27:01
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 27:02
Memory: 112 MB, CPU Usage: 85.0%, CPU Time: 27:03
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 27:04
Memory: 111 MB, CPU Usage: 85.0%, CPU Time: 27:05
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 27:06
Memory: 111 MB, CPU Usage: 85.0%, CPU Time: 27:07
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 27:08
Memory: 111 MB, CPU Usage: 85.0%, CPU Time: 27:10
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 27:11
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 27:12
Memory: 112 MB, CPU Usage: 85.0%, CPU Time: 27:13
Memory: 110 MB, CPU Usage: 85.0%, CPU Time: 27:14
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:15
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:16
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:17
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:18
Memory: 112 MB, CPU Usage: 85.1%, CPU Time: 27:19
Memory: 109 MB, CPU Usage: 85.1%, CPU Time: 27:20
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:21
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:22
Memory: 109 MB, CPU Usage: 85.1%, CPU Time: 27:23
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:24
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:25
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:26
Memory: 111 MB, CPU Usage: 85.1%, CPU Time: 27:27
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:28
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:29
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:30
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:31
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:32
Memory: 111 MB, CPU Usage: 85.1%, CPU Time: 27:33
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:34
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:36
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:37
Memory: 109 MB, CPU Usage: 85.1%, CPU Time: 27:38
Memory: 112 MB, CPU Usage: 85.1%, CPU Time: 27:39
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:40
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:41
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:42
Memory: 111 MB, CPU Usage: 85.1%, CPU Time: 27:43
Memory: 110 MB, CPU Usage: 85.1%, CPU Time: 27:44
Memory: 112 MB, CPU Usage: 85.1%, CPU Time: 27:45
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 27:46
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 27:47
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 27:48
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 27:49
Memory: 112 MB, CPU Usage: 85.2%, CPU Time: 27:50
Memory: 112 MB, CPU Usage: 85.2%, CPU Time: 27:51
Memory: 112 MB, CPU Usage: 85.2%, CPU Time: 27:52
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 27:53
Memory: 112 MB, CPU Usage: 85.2%, CPU Time: 27:54
Memory: 112 MB, CPU Usage: 85.2%, CPU Time: 27:55
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 27:56
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 27:57
Memory: 112 MB, CPU Usage: 85.2%, CPU Time: 27:58
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 27:59
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 28:00
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 28:01
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 28:03
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 28:04
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 28:05
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 28:06
Memory: 112 MB, CPU Usage: 85.2%, CPU Time: 28:07
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 28:08
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 28:09
Memory: 113 MB, CPU Usage: 85.2%, CPU Time: 28:10
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 28:11
Memory: 111 MB, CPU Usage: 85.2%, CPU Time: 28:12
Memory: 113 MB, CPU Usage: 85.2%, CPU Time: 28:13
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 28:14
Memory: 111 MB, CPU Usage: 85.2%, CPU Time: 28:15
Memory: 110 MB, CPU Usage: 85.2%, CPU Time: 28:16
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:17
Memory: 112 MB, CPU Usage: 85.3%, CPU Time: 28:18
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:19
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:20
Memory: 113 MB, CPU Usage: 85.3%, CPU Time: 28:21
Memory: 111 MB, CPU Usage: 85.3%, CPU Time: 28:22
Memory: 113 MB, CPU Usage: 85.3%, CPU Time: 28:23
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:24
Memory: 112 MB, CPU Usage: 85.3%, CPU Time: 28:25
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:26
Memory: 113 MB, CPU Usage: 85.3%, CPU Time: 28:27
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:28
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:30
Memory: 111 MB, CPU Usage: 85.3%, CPU Time: 28:31
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:32
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:33
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:34
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:35
Memory: 111 MB, CPU Usage: 85.3%, CPU Time: 28:36
Memory: 113 MB, CPU Usage: 85.3%, CPU Time: 28:37
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:38
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:39
Memory: 111 MB, CPU Usage: 85.3%, CPU Time: 28:40
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:41
Memory: 112 MB, CPU Usage: 85.3%, CPU Time: 28:42
Memory: 112 MB, CPU Usage: 85.3%, CPU Time: 28:43
